revision	construction	test_type	accuracy	delta_surps	delta_surps_and
step1000	much less	CP Conjunction	0.990975747320925	-0.4739126350942871	-0.636895935883713
step1000	much less	VP Conjunction	0.8302312464749013	0.2147700820208537	0.10101630172686461
step1000	much less	VP Gap Conjunction	0.6576424139875916	0.5229978755040823	0.4932289235146787
step1000	much less	Avg_Test	0.9578868208309833	-0.011082856900307844	-0.13787768034586267
step1000	much less	Avg_Control	0.7439368302312465	0.368883978762468	0.29712261262077166
step1000	not to mention	NPI	0.5741680767061478	-0.029299029507881755	-0.03323997835351866
step1000	not to mention	Pseudocleft	0.9887196841511562	0.441574181531421	0.2565028731996436
step1000	not to mention	CP Conjunction	1.0	-0.3408253207693514	-0.636895935883713
step1000	not to mention	VP Conjunction	1.0	0.35748038813681904	0.10101630172686461
step1000	not to mention	VP Gap Conjunction	0.0045121263395375075	0.26776134866950074	0.4932289235146787
step1000	not to mention	Avg_Test	0.8542959202857681	0.023816610418062593	-0.13787768034586267
step1000	not to mention	Avg_Control	0.5022560631697688	0.3126208684031599	0.29712261262077166
step1000	never mind	NPI	0.9949238578680203	0.07499386614752701	-0.03323997835351866
step1000	never mind	Pseudocleft	0.9825155104342922	0.44413055166039034	0.2565028731996436
step1000	never mind	CP Conjunction	0.9560067681895094	-0.5057877554304507	-0.636895935883713
step1000	never mind	VP Conjunction	0.9921037789058094	0.3030457590773357	0.10101630172686461
step1000	never mind	VP Gap Conjunction	0.0	0.19745983380889462	0.4932289235146787
step1000	never mind	Avg_Test	0.9778153788306073	0.004445554125822225	-0.13787768034586267
step1000	never mind	Avg_Control	0.4960518894529047	0.25025279644311516	0.29712261262077166
step2000	let alone	NPI	1.0	0.31669733837641906	0.08587044951476018
step2000	let alone	Pseudocleft	1.0	0.6948181609279075	0.306991211653966
step2000	let alone	CP Conjunction	1.0	-0.06215849275045723	-0.892915698006808
step2000	let alone	VP Conjunction	0.6277495769881557	0.16766977928751145	0.1155011836781854
step2000	let alone	VP Gap Conjunction	0.9238578680203046	0.6374420213349714	0.4888816166246805
step2000	let alone	Avg_Test	1.0	0.31645233551795643	-0.1666846789460273
step2000	let alone	Avg_Control	0.7758037225042301	0.40255590031124144	0.3021914001514329
step2000	much less	NPI	1.0	0.37958352671998136	0.08587044951476018
step2000	much less	Pseudocleft	1.0	0.709657447592256	0.306991211653966
step2000	much less	CP Conjunction	1.0	-0.3325900784065948	-0.892915698006808
step2000	much less	VP Conjunction	0.15284827975183304	-0.013018934187482989	0.1155011836781854
step2000	much less	VP Gap Conjunction	0.6683587140439933	0.5364231455480722	0.4888816166246805
step2000	much less	Avg_Test	1.0	0.25221696530188087	-0.1666846789460273
step2000	much less	Avg_Control	0.41060349689791314	0.26170210568029467	0.3021914001514329
step2000	not to mention	NPI	0.3299492385786802	0.06421948810519301	0.08587044951476018
step2000	not to mention	Pseudocleft	0.7264523406655387	0.36631858920351773	0.306991211653966
step2000	not to mention	CP Conjunction	1.0	-0.46392886812110035	-0.892915698006808
step2000	not to mention	VP Conjunction	0.6965595036661026	0.18707620593295282	0.1155011836781854
step2000	not to mention	VP Gap Conjunction	0.6514382402707276	0.5186306806317978	0.4888816166246805
step2000	not to mention	Avg_Test	0.6854671930814064	-0.011130263604129878	-0.1666846789460273
step2000	not to mention	Avg_Control	0.6739988719684151	0.35285344328237533	0.3021914001514329
step2000	never mind	NPI	0.9988719684151156	0.21443819421465896	0.08587044951476018
step2000	never mind	Pseudocleft	1.0	0.6852867698777011	0.306991211653966
step2000	never mind	CP Conjunction	1.0	-0.43253563610900947	-0.892915698006808
step2000	never mind	VP Conjunction	0.8606880992667795	0.25444412016290363	0.1155011836781854
step2000	never mind	VP Gap Conjunction	0.5865764241398759	0.5081660224432604	0.4888816166246805
step2000	never mind	Avg_Test	0.9996239894717052	0.1557297759944502	-0.1666846789460273
